[22:26:16.7029367][INFO/main.cpp:159] Yim's Menu Initializing
[22:26:17.0034800][INFO/batch.hpp:106] Found 'DSCC' GTA5.exe+0x120A715
[22:26:17.0040479][INFO/batch.hpp:106] Found 'GVOV' GTA5.exe+0x2E7944
[22:26:17.0043283][INFO/batch.hpp:106] Found 'PRP' GTA5.exe+0x118823
[22:26:17.0055637][INFO/batch.hpp:106] Found 'WVPMDN' GTA5.exe+0x118E55C
[22:26:17.0066009][INFO/batch.hpp:106] Found 'PEP' GTA5.exe+0x9BB84F
[22:26:17.0085266][INFO/batch.hpp:106] Found 'VEP' GTA5.exe+0xD6D145
[22:26:17.0093189][INFO/batch.hpp:106] Found 'TJC' GTA5.exe+0xB057C8
[22:26:17.0095887][INFO/batch.hpp:106] Found 'FPCR' GTA5.exe+0x115A737
[22:26:17.0103408][INFO/batch.hpp:106] Found 'HCM' GTA5.exe+0x2D5C40
[22:26:17.0109985][INFO/batch.hpp:106] Found 'AWIV' GTA5.exe+0xF16C4F
[22:26:17.0118732][INFO/batch.hpp:106] Found 'L&UL' GTA5.exe+0x1A3CD0
[22:26:17.0162185][INFO/batch.hpp:106] Found 'AMR&CMTFM' GTA5.exe+0x13F82EC
[22:26:17.0166303][INFO/batch.hpp:106] Found 'GHAHBI' GTA5.exe+0x1629FCC
[22:26:17.0183039][INFO/batch.hpp:106] Found 'TFC' GTA5.exe+0xC257CD
[22:26:17.0199001][INFO/batch.hpp:106] Found 'RP' GTA5.exe+0x5167E0
[22:26:17.0210624][INFO/batch.hpp:106] Found 'RE' GTA5.exe+0x508E4C
[22:26:17.0215461][INFO/batch.hpp:106] Found 'RAI' GTA5.exe+0x128C686
[22:26:17.0232666][INFO/batch.hpp:106] Found 'RE' GTA5.exe+0x512190
[22:26:17.0278792][INFO/batch.hpp:106] Found 'RBS' GTA5.exe+0x1330AA0
[22:26:17.0280183][INFO/batch.hpp:106] Found 'RR' GTA5.exe+0x1E648
[22:26:17.0285956][INFO/batch.hpp:106] Found 'RMFQ&RMFUR' GTA5.exe+0x141FD9A
[22:26:17.0294521][INFO/batch.hpp:106] Found 'DHM' GTA5.exe+0x801843
[22:26:17.0329891][INFO/batch.hpp:106] Found 'SNPPD' GTA5.exe+0x16E0B52
[22:26:17.0355136][INFO/batch.hpp:106] Found 'RBS' GTA5.exe+0x11C4614
[22:26:17.0356455][INFO/batch.hpp:106] Found 'MO' GTA5.exe+0x11537D0
[22:26:17.0387857][INFO/batch.hpp:106] Found 'PD' GTA5.exe+0x14525A1
[22:26:17.0390647][INFO/batch.hpp:106] Found 'TCA' GTA5.exe+0xF67A72
[22:26:17.0412351][INFO/batch.hpp:106] Found 'ASA' GTA5.exe+0x11529D8
[22:26:17.0413161][INFO/batch.hpp:106] Found 'IPP' GTA5.exe+0x925ADA
[22:26:17.0420368][INFO/batch.hpp:106] Found 'NHM' GTA5.exe+0x10C777D
[22:26:17.0429446][INFO/batch.hpp:106] Found 'DO' GTA5.exe+0x753AD8
[22:26:17.0452667][INFO/batch.hpp:106] Found 'CDBE' GTA5.exe+0x113D07C
[22:26:17.0457028][INFO/batch.hpp:106] Found 'FRC' GTA5.exe+0x140852F
[22:26:17.0464618][INFO/batch.hpp:106] Found 'DP' GTA5.exe+0xD00D78
[22:26:17.0476664][INFO/batch.hpp:106] Found 'MWL' GTA5.exe+0x5DF38F
[22:26:17.0496272][INFO/batch.hpp:106] Found 'NEM&CEQ&NEP&GNPI&QNE' GTA5.exe+0x1154B57
[22:26:17.0504918][INFO/batch.hpp:106] Found 'CW' GTA5.exe+0x1666BB
[22:26:17.0522048][INFO/batch.hpp:106] Found 'IMSV' GTA5.exe+0x110E3F0
[22:26:17.0556035][INFO/batch.hpp:106] Found 'EP' GTA5.exe+0xA75343
[22:26:17.0573718][INFO/batch.hpp:106] Found 'BE' GTA5.exe+0xA75243
[22:26:17.0587757][WARN/batch.hpp:113] Failed to find 'RS'.
[22:26:17.0597407][INFO/batch.hpp:106] Found 'BP' GTA5.exe+0x16EC343
[22:26:17.0659755][INFO/batch.hpp:106] Found 'WMSB' GTA5.exe+0xD01E9F
[22:26:17.0678112][INFO/batch.hpp:106] Found 'SOD' GTA5.exe+0x12B40D5
[22:26:17.0685074][INFO/batch.hpp:106] Found 'DC' GTA5.exe+0x14BA31B
[22:26:17.0698527][INFO/batch.hpp:106] Found 'SWL' GTA5.exe+0x1152A50
[22:26:17.0752723][INFO/batch.hpp:106] Found 'DV' GTA5.exe+0xD98BBC
[22:26:17.0753382][INFO/batch.hpp:106] Found 'DT' GTA5.exe+0x13E4
[22:26:17.0806417][INFO/batch.hpp:106] Found 'CTSHP' GTA5.exe+0xA48F2E
[22:26:17.0856872][INFO/batch.hpp:106] Found 'BLPLST' GTA5.exe+0x2C71D0
[22:26:17.0889716][INFO/batch.hpp:106] Found 'GTCE0MB' GTA5.exe+0x132A724
[22:26:17.0909108][INFO/batch.hpp:106] Found 'VEHMMGR' GTA5.exe+0xFD82D5
[22:26:17.0943494][INFO/batch.hpp:106] Found 'SVM1' GTA5.exe+0x1623447
[22:26:17.0945449][INFO/batch.hpp:106] Found 'FEE' GTA5.exe+0x16CA371
[22:26:17.0986846][INFO/batch.hpp:106] Found 'SVM5&6' GTA5.exe+0x1623555
[22:26:17.0994521][INFO/batch.hpp:106] Found 'GS' GTA5.exe+0x27666
[22:26:17.0996688][INFO/batch.hpp:106] Found 'E0MB' GTA5.exe+0x13257BA
[22:26:17.0998356][INFO/batch.hpp:106] Found 'NS' GTA5.exe+0x2AC2D
[22:26:17.1000243][INFO/batch.hpp:106] Found 'TCYCL' GTA5.exe+0xE58520
[22:26:17.1018655][INFO/batch.hpp:106] Found 'CT' GTA5.exe+0x130CD6C
[22:26:17.1039737][INFO/batch.hpp:106] Found 'ASAP' GTA5.exe+0x114E548
[22:26:17.1072116][INFO/batch.hpp:106] Found 'GPS' GTA5.exe+0x83BA51
[22:26:17.1079762][INFO/batch.hpp:106] Found 'SVM2' GTA5.exe+0x16235A2
[22:26:17.1135294][INFO/batch.hpp:106] Found 'SVM3&4' GTA5.exe+0x162340E
[22:26:17.1405920][INFO/batch.hpp:106] Found 'ISCOA' GTA5.exe+0x13C0C36
[22:26:17.1609011][INFO/batch.hpp:106] Found 'DCLMGR' GTA5.exe+0xE29900
[22:26:17.1662708][FATAL/exception_handler.cpp:42] UNKNOWN_EXCEPTION: CODE: 3765269347
Dumping modules:
GTA5.exe Base Address: 0x7FF6BBFB0000 Size: 72949760
ntdll.dll Base Address: 0x7FFF26410000 Size: 1153536
KERNEL32.DLL Base Address: 0x7FFF25850000 Size: 513536
KERNELBASE.dll Base Address: 0x7FFF23C10000 Size: 1254400
USER32.dll Base Address: 0x7FFF25360000 Size: 587264
win32u.dll Base Address: 0x7FFF23F10000 Size: 42496
GDI32.dll Base Address: 0x7FFF255D0000 Size: 57856
gdi32full.dll Base Address: 0x7FFF23AF0000 Size: 673792
msvcp_win.dll Base Address: 0x7FFF23F40000 Size: 344064
ucrtbase.dll Base Address: 0x7FFF241E0000 Size: 735744
PSAPI.DLL Base Address: 0x7FFF25840000 Size: 2048
WS2_32.dll Base Address: 0x7FFF25560000 Size: 275456
RPCRT4.dll Base Address: 0x7FFF25710000 Size: 913920
CRYPT32.dll Base Address: 0x7FFF242E0000 Size: 1098240
WINTRUST.dll Base Address: 0x7FFF24170000 Size: 294912
msvcrt.dll Base Address: 0x7FFF25600000 Size: 477184
VERSION.dll Base Address: 0x7FFF1BB60000 Size: 10752
DSOUND.dll Base Address: 0x7FFF01A30000 Size: 380928
GFSDK_ShadowLib.win64.dll Base Address: 0x7FFEE67B0000 Size: 96256
IMM32.dll Base Address: 0x7FFF24BB0000 Size: 125952
advapi32.dll Base Address: 0x7FFF24AA0000 Size: 434176
bcrypt.dll Base Address: 0x7FFF23AC0000 Size: 102912
bink2w64.dll Base Address: 0x7FFF04E30000 Size: 307712
sechost.dll Base Address: 0x7FFF26330000 Size: 422400
SHLWAPI.dll Base Address: 0x7FFF259E0000 Size: 182784
ole32.dll Base Address: 0x7FFF248C0000 Size: 833536
SHELL32.dll Base Address: 0x7FFF24BF0000 Size: 5932032
combase.dll Base Address: 0x7FFF25A40000 Size: 2326016
OLEAUT32.dll Base Address: 0x7FFF25910000 Size: 608768
WININET.dll Base Address: 0x7FFF13550000 Size: 2019840
WINMM.dll Base Address: 0x7FFF1BB70000 Size: 81408
MF.dll Base Address: 0x7FFEF17B0000 Size: 341504
msdmo.dll Base Address: 0x7FFF09CE0000 Size: 13312
MFPlat.DLL Base Address: 0x7FFEF15F0000 Size: 1409536
MFReadWrite.dll Base Address: 0x7FFE87850000 Size: 918016
cfgmgr32.dll Base Address: 0x7FFF23FE0000 Size: 219136
shcore.dll Base Address: 0x7FFF249F0000 Size: 477184
PROPSYS.dll Base Address: 0x7FFF1F410000 Size: 631296
WTSAPI32.dll Base Address: 0x7FFF1F730000 Size: 37888
d3d9.dll Base Address: 0x7FFF071E0000 Size: 1371136
D3DCOMPILER_43.dll Base Address: 0x7FFEE81F0000 Size: 2423296
GFSDK_TXAA_AlphaResolve.win64.dll Base Address: 0x7FFF0F7A0000 Size: 48128
DINPUT8.dll Base Address: 0x7FFF047E0000 Size: 169472
IPHLPAPI.DLL Base Address: 0x7FFF22E70000 Size: 166400
XINPUT1_4.dll Base Address: 0x7FFF190C0000 Size: 30208
powrprof.dll Base Address: 0x7FFF23190000 Size: 70656
winmmbase.dll Base Address: 0x7FFEF0430000 Size: 95232
d3dx9_43.dll Base Address: 0x7FFEE6540000 Size: 2280960
kernel.appcore.dll Base Address: 0x7FFF21920000 Size: 16384
OPENGL32.dll Base Address: 0x7FFED78F0000 Size: 908800
dwmapi.dll Base Address: 0x7FFF21710000 Size: 98816
windows.storage.dll Base Address: 0x7FFF21B20000 Size: 5849600
DEVOBJ.dll Base Address: 0x7FFF23840000 Size: 132608
GLU32.dll Base Address: 0x7FFEDE2D0000 Size: 122880
MFCORE.DLL Base Address: 0x7FFE9FFF0000 Size: 3960320
Wldp.dll Base Address: 0x7FFF23400000 Size: 97280
ksuser.dll Base Address: 0x7FFEA9E70000 Size: 6144
CRYPTBASE.DLL Base Address: 0x7FFF23370000 Size: 10752
UMPDC.dll Base Address: 0x7FFF230E0000 Size: 34816
bcryptPrimitives.dll Base Address: 0x7FFF24030000 Size: 408576
RTWorkQ.DLL Base Address: 0x7FFEF15B0000 Size: 111104
MSASN1.dll Base Address: 0x7FFF23820000 Size: 34816
inputhost.dll Base Address: 0x7FFF17DF0000 Size: 976384
wintypes.dll Base Address: 0x7FFF20530000 Size: 494080
CoreMessaging.dll Base Address: 0x7FFF20F60000 Size: 607232
CoreUIComponents.dll Base Address: 0x7FFF20C00000 Size: 1795072
ntmarta.dll Base Address: 0x7FFF22B70000 Size: 140288
dbghelp.dll Base Address: 0x7FFF184C0000 Size: 1400320
dbgcore.DLL Base Address: 0x7FFF10AC0000 Size: 136704
d3d12.dll Base Address: 0x7FFF06260000 Size: 87552
CRYPTSP.dll Base Address: 0x7FFF23790000 Size: 46080
uxtheme.dll Base Address: 0x7FFF213D0000 Size: 382464
rsaenh.dll Base Address: 0x7FFF22A50000 Size: 142336
clbcatq.dll Base Address: 0x7FFF246F0000 Size: 437760
dxdiagn.dll Base Address: 0x7FFF01690000 Size: 395264
d3d11.dll Base Address: 0x7FFF1F8A0000 Size: 1852928
dxgi.dll Base Address: 0x7FFF22300000 Size: 614400
WMICLNT.dll Base Address: 0x7FFF1EE60000 Size: 31744
wbemprox.dll Base Address: 0x7FFF0C6B0000 Size: 27648
wbemcomn.dll Base Address: 0x7FFF113F0000 Size: 329216
wbemsvc.dll Base Address: 0x7FFF09B30000 Size: 7168
fastprox.dll Base Address: 0x7FFF0A310000 Size: 709120
amsi.dll Base Address: 0x7FFF05D50000 Size: 62464
USERENV.dll Base Address: 0x7FFF23960000 Size: 108544
profapi.dll Base Address: 0x7FFF239F0000 Size: 82432
MpOav.dll Base Address: 0x7FFF05CC0000 Size: 212992
setupapi.dll Base Address: 0x7FFF25DA0000 Size: 887808
D3D10_1.DLL Base Address: 0x7FFF04BD0000 Size: 130048
d3d10_1core.dll Base Address: 0x7FFF07F30000 Size: 7680
apphelp.dll Base Address: 0x7FFF21270000 Size: 319488
MSCTF.dll Base Address: 0x7FFF26210000 Size: 863744
textinputframework.dll Base Address: 0x7FFF17F50000 Size: 721920
WINSTA.dll Base Address: 0x7FFF22CE0000 Size: 190976
aticfx64.dll Base Address: 0x7FFF1BBA0000 Size: 1123840
atiuxp64.dll Base Address: 0x7FFF1BB20000 Size: 190464
atidxx64.dll Base Address: 0x7FFF19BA0000 Size: 11701760
amdihk64.dll Base Address: 0x7FFF18370000 Size: 117248
dxcore.dll Base Address: 0x7FFF1BD60000 Size: 150528
HID.DLL Base Address: 0x7FFF222C0000 Size: 20480
MMDevApi.dll Base Address: 0x7FFF1D730000 Size: 387072
XAudio2_7.dll Base Address: 0x7FFF014A0000 Size: 485376
AUDIOSES.DLL Base Address: 0x7FFF1D9D0000 Size: 1036288
resourcepolicyclient.dll Base Address: 0x7FFF21530000 Size: 31744
Windows.UI.dll Base Address: 0x7FFF18230000 Size: 723456
WindowManagementAPI.dll Base Address: 0x7FFF1DB60000 Size: 450048
twinapi.appcore.dll Base Address: 0x7FFF1D7C0000 Size: 1456128
avrt.dll Base Address: 0x7FFF1E860000 Size: 5632
napinsp.dll Base Address: 0x7FFF0C6D0000 Size: 50176
pnrpnsp.dll Base Address: 0x7FFF05E40000 Size: 66048
wshbth.dll Base Address: 0x7FFF04960000 Size: 43008
NLAapi.dll Base Address: 0x7FFF1F3F0000 Size: 68608
mswsock.dll Base Address: 0x7FFF231E0000 Size: 331776
DNSAPI.dll Base Address: 0x7FFF22EB0000 Size: 600576
NSI.dll Base Address: 0x7FFF247A0000 Size: 7680
winrnr.dll Base Address: 0x7FFF03820000 Size: 32768
fwpuclnt.dll Base Address: 0x7FFF195B0000 Size: 283648
rasadhlp.dll Base Address: 0x7FFF194D0000 Size: 7168
imagehlp.dll Base Address: 0x7FFF246D0000 Size: 45056
gpapi.dll Base Address: 0x7FFF222D0000 Size: 69120
cryptnet.dll Base Address: 0x7FFF15B00000 Size: 135168
WINNSI.DLL Base Address: 0x7FFF1E0F0000 Size: 11776
SspiCli.dll Base Address: 0x7FFF23990000 Size: 123904
socialclub.dll Base Address: 0x7FFEE5770000 Size: 2710528
chrome_elf.dll Base Address: 0x7FFF00430000 Size: 901120
libcef.dll Base Address: 0x7FFEBFB30000 Size: 151009280
COMDLG32.dll Base Address: 0x7FFF24440000 Size: 682496
COMCTL32.dll Base Address: 0x7FFF01930000 Size: 560128
OLEACC.dll Base Address: 0x7FFEFB670000 Size: 260608
UIAutomationCore.DLL Base Address: 0x7FFEFBDA0000 Size: 2040832
Secur32.dll Base Address: 0x7FFF079F0000 Size: 11264
NETAPI32.dll Base Address: 0x7FFF12760000 Size: 47616
WINHTTP.dll Base Address: 0x7FFF1D250000 Size: 845312
DWrite.dll Base Address: 0x7FFF15650000 Size: 1601024
ncrypt.dll Base Address: 0x7FFF23470000 Size: 102400
WINSPOOL.DRV Base Address: 0x7FFEFDB20000 Size: 389632
